,emissions_co_[mg/km]
2092,584.0
2093,192.0
2094,481.0
2095,925.0
2096,708.0
2097,935.0
2098,1117.0
2099,765.0
2100,173.0
2101,419.0
2102,339.0
2103,630.0
2104,540.0
2105,800.0
2106,1030.0
2107,380.0
2108,1030.0
2109,380.0
2110,730.0
2111,320.0
2112,400.0
2113,170.0
2114,970.0
2115,650.0
2116,1010.0
2117,1150.0
2118,970.0
2119,650.0
2120,1010.0
2121,1150.0
2122,670.0
2123,780.0
2124,670.0
2125,780.0
2126,650.0
2127,778.0
2128,780.0
2129,570.0
2130,678.0
2131,890.0
2132,720.0
2133,1210.0
2134,700.0
2135,1460.0
2136,1140.0
2137,980.0
2138,1180.0
2139,1800.0
2140,1070.0
2141,1200.0
2142,1130.0
2143,660.0
2144,1340.0
2145,1340.0
2146,1000.0
2147,840.0
2148,1188.0
2149,1097.0
2150,461.0
2151,696.0
2152,534.0
2153,996.0
2154,640.0
2155,961.0
2156,736.0
2157,269.0
2158,697.0
2159,904.0
2160,736.0
2161,898.0
2162,503.0
2163,1237.0
2164,986.0
2165,713.0
2166,637.0
2167,342.0
2168,736.0
2169,846.0
2170,750.0
2171,750.0
2172,160.0
2173,160.0
2174,500.0
2175,1608.0
2176,577.0
2177,306.0
2178,1281.0
2179,613.0
2180,452.0
2181,629.0
2182,231.0
2183,692.0
2184,407.0
2185,577.0
2186,306.0
2187,613.0
2188,664.0
2189,452.0
2190,629.0
2191,231.0
2192,692.0
2193,407.0
2194,708.0
2195,144.0
2196,56.0
2197,827.0
2198,488.0
2199,658.0
2200,291.0
2201,827.0
2202,488.0
2203,658.0
2204,291.0
2205,811.0
2206,494.0
2207,496.0
2208,297.0
2209,152.0
2210,626.0
2211,316.0
2212,677.0
2213,568.0
2214,61.0
2215,175.0
2216,1273.0
2217,892.0
2218,580.0
2219,347.0
2220,522.0
2221,457.0
2222,622.0
2223,329.0
2224,321.0
2225,246.0
2226,1733.0
2227,658.0
2228,814.0
2229,1457.0
2230,1318.0
2231,396.0
2232,174.0
2233,367.0
2234,422.0
2235,1182.0
2236,1182.0
2237,532.0
2238,312.0
2239,306.0
2240,55.0
2241,733.0
2242,733.0
2243,733.0
2244,733.0
2245,365.0
2246,365.0
2247,365.0
2248,365.0
2249,750.0
2250,296.0
2251,538.0
2252,1073.0
2253,296.0
2254,538.0
2255,1073.0
2256,660.0
2257,563.0
2258,660.0
2259,563.0
2260,563.0
2261,745.0
2262,533.0
2263,526.0
2264,157.0
2265,157.0
2266,373.0
2267,662.0
2268,275.0
2269,662.0
2270,275.0
2271,374.0
2272,374.0
2273,518.0
2274,474.0
2275,374.0
2276,374.0
2277,518.0
2278,474.0
2279,518.0
2280,474.0
2281,518.0
2282,474.0
2283,518.0
2284,474.0
2285,895.0
2286,230.0
2287,895.0
2288,230.0
2289,895.0
2290,230.0
2291,895.0
2292,230.0
2293,895.0
2294,230.0
2295,895.0
2296,230.0
2297,526.0
2298,526.0
2299,526.0
2300,526.0
2301,347.0
2302,347.0
2303,109.0
2304,109.0
2305,109.0
2306,109.0
2307,710.0
2308,491.0
2309,710.0
2310,491.0
2311,491.0
2312,710.0
2313,491.0
2314,710.0
2315,710.0
2316,349.0
2317,1390.0
2318,444.0
2319,964.0
2320,1169.0
2321,83.0
2322,325.0
2323,292.0
2324,395.0
2325,679.0
2326,679.0
2327,395.0
2328,416.0
2329,416.0
2330,158.0
2331,158.0
2332,158.0
2333,244.0
2334,244.0
2335,244.0
2336,244.0
2337,414.0
2338,414.0
2339,1182.0
2340,1182.0
2341,1182.0
2342,1182.0
2343,1182.0
2344,414.0
2345,1182.0
2346,414.0
2347,193.0
2348,55.0
2349,193.0
2350,55.0
2351,171.0
2352,171.0
2353,463.0
2354,159.0
2355,81.0
2356,559.0
2357,341.0
2358,280.0
2359,449.0
2360,995.0
2361,316.0
2362,227.0
2363,227.0
2364,227.0
2365,233.0
2366,332.0
2367,332.0
2368,332.0
2369,233.0
2370,233.0
2371,83.0
2372,83.0
2373,174.0
2374,174.0
2375,174.0
2376,174.0
2377,372.0
2378,266.0
2379,162.0
2380,235.0
2381,554.0
2382,200.0
2383,656.0
2384,533.0
2385,1274.0
2386,1197.0
2387,1009.0
2388,548.0
2389,590.0
2390,266.0
2391,266.0
2392,710.0
2393,710.0
2394,500.0
2395,820.0
2396,580.0
2397,820.0
2398,650.0
2399,820.0
2400,650.0
2401,820.0
2402,580.0
2403,704.0
2404,633.0
2405,648.0
2406,633.0
2407,648.0
2408,710.0
2409,710.0
2410,690.0
2411,820.0
2412,650.0
2413,790.0
2414,650.0
2415,790.0
2416,650.0
2417,820.0
2418,650.0
2419,633.0
2420,648.0
2421,633.0
2422,648.0
2423,1108.0
2424,1268.0
2425,503.0
2426,311.0
2427,311.0
2428,443.0
2429,329.0
2430,383.0
2431,329.0
2432,383.0
2433,329.0
2434,393.0
2435,379.0
2436,405.0
2437,957.0
2438,1347.0
2439,957.0
2440,1347.0
2441,1022.0
2442,1217.0
2443,1262.0
2444,1388.0
2445,1057.0
2446,1141.0
2447,1141.0
2448,179.0
2449,1020.0
2450,740.0
2451,1009.0
2452,740.0
2453,1009.0
2454,605.0
2455,1050.0
2456,995.0
2457,490.0
2458,650.0
2459,444.0
2460,200.0
2461,460.0
2462,564.0
2463,456.0
2464,360.0
2465,520.0
2466,180.0
2467,528.0
2468,432.0
2469,384.0
2470,220.0
2471,384.0
2472,220.0
2473,134.0
2474,201.0
2475,27.0
2476,552.0
2477,746.0
2478,680.0
2479,1210.0
2480,500.0
2481,410.0
2482,360.0
2483,406.0
2484,44.0
2485,372.0
2486,490.0
2487,200.0
2488,190.0
2489,570.0
2490,650.0
2491,510.0
2492,510.0
2493,360.0
2494,360.0
2495,550.0
2496,280.0
2497,430.0
2498,310.0
2499,310.0
2500,360.0
2501,360.0
2502,505.0
2503,420.0
2504,420.0
2505,380.0
2506,380.0
2507,560.0
2508,222.0
2509,308.0
2510,370.0
2511,310.0
2512,310.0
2513,360.0
2514,360.0
2515,310.0
2516,310.0
2517,360.0
2518,360.0
2519,310.0
2520,360.0
2521,636.0
2522,420.0
2523,996.0
2524,756.0
2525,710.0
2526,970.0
2527,456.0
2528,732.0
2529,670.0
2530,830.0
2531,80.0
2532,150.0
2533,252.0
2534,192.0
2535,612.0
2536,216.0
2537,890.0
2538,820.0
2539,670.0
2540,620.0
2541,670.0
2542,830.0
2543,80.0
2544,150.0
2545,240.0
2546,320.0
2547,800.0
2548,670.0
2549,430.0
2550,230.0
2551,950.0
2552,1020.0
2553,950.0
2554,430.0
2555,430.0
2556,647.0
2557,430.0
2558,876.0
2559,876.0
2560,876.0
2561,326.2664533795635
2562,326.2664533795635
2563,326.2664533795635
2564,868.0
2565,1001.0
2566,1444.0
2567,845.0
2568,631.0
2569,563.0
2570,1264.0
2571,810.0
2572,573.0
2573,176.0
2574,25.0
2575,490.0
2576,98.0
2577,80.0
2578,698.0
2579,374.0
2580,1069.0
2581,112.0
2582,1380.0
2583,400.0
2584,230.0
2585,580.0
2586,590.0
2587,360.0
2588,720.0
2589,780.0
2590,600.0
2591,780.0
2592,1400.0
2593,1984.0
2594,560.0
2595,1984.0
2596,560.0
2597,1984.0
2598,560.0
2599,390.0
2600,580.0
2601,1054.0
2602,1445.0
2603,967.0
2604,487.0
2605,211.0
2606,482.0
2607,537.0
2608,498.0
2609,583.0
2610,622.0
2611,644.0
2612,275.0
2613,904.0
2614,713.0
2615,333.0
2616,608.0
2617,791.0
2618,355.0
2619,506.0
2620,467.0
2621,766.0
2622,206.0
2623,393.0
2624,547.0
2625,353.0
2626,630.0
2627,550.0
2628,815.0
2629,313.0
2630,309.0
2631,876.0
2632,749.0
2633,737.0
2634,569.0
2635,491.0
2636,175.0
2637,164.0
2638,702.0
2639,762.0
2640,476.0
2641,531.0
2642,1108.0
2643,701.0
2644,1133.0
2645,573.0
2646,479.0
2647,831.0
2648,347.0
2649,649.0
2650,568.0
2651,342.0
2652,612.0
2653,360.0
2654,781.0
2655,964.0
2656,966.0
2657,316.0
2658,259.0
2659,923.0
2660,614.0
2661,329.0
2662,170.0
2663,296.0
2664,186.0
2665,197.0
2666,218.0
2667,626.0
2668,407.0
2669,140.0
2670,394.0
2671,112.0
2672,444.0
2673,745.0
2674,444.0
2675,745.0
2676,547.0
2677,804.0
2678,475.0
2679,854.0
2680,381.0
2681,92.0
2682,135.0
2683,270.0
2684,240.0
2685,64.0
2686,125.0
2687,228.0
2688,560.0
2689,560.0
2690,610.0
2691,420.0
2692,488.0
2693,198.0
2694,1190.0
2695,460.0
2696,350.0
2697,400.0
2698,120.0
2699,224.0
2700,202.0
2701,400.0
2702,371.0
2703,792.0
2704,391.0
2705,568.0
2706,682.0
2707,394.0
2708,692.0
2709,173.0
2710,152.0
2711,420.0
2712,939.0
2713,769.0
2714,460.0
2715,640.0
2716,664.0
2717,202.0
2718,226.0
2719,378.0
2720,378.0
2721,899.0
2722,320.0
2723,88.0
2724,136.0
2725,200.0
2726,264.0
2727,182.0
2728,125.0
2729,294.0
2730,242.0
2731,273.0
2732,256.0
2733,505.0
2734,433.0
2735,787.0
2736,335.0
2737,83.0
2738,227.0
2739,229.0
2740,133.0
2741,235.0
2742,247.0
2743,280.0
2744,246.0
2745,592.0
2746,389.0
2747,216.0
2748,920.0
2749,89.0
2750,88.0
2751,223.0
2752,516.0
2753,560.0
2754,486.0
2755,510.0
2756,203.0
2757,398.0
2758,137.0
2759,962.0
2760,575.0
2761,457.0
2762,293.0
2763,518.0
2764,407.0
2765,505.0
2766,640.0
2767,127.0
2768,331.0
2769,122.0
2770,173.0
2771,324.0
2772,357.0
2773,156.0
2774,326.0
2775,673.0
2776,894.0
2777,280.0
2778,646.0
2779,446.0
2780,59.0
2781,186.0
2782,319.0
2783,380.0
2784,256.0
2785,287.0
2786,154.0
2787,232.0
2788,232.0
2789,224.0
2790,202.0
2791,181.0
2792,353.0
2793,700.0
2794,220.0
2795,271.0
2796,154.0
2797,92.0
2798,232.0
2799,232.0
2800,202.0
2801,224.0
2802,353.0
2803,341.0
2804,343.0
2805,401.0
2806,441.0
2807,488.0
2808,256.0
2809,708.0
2810,268.0
2811,236.0
2812,134.0
2813,660.0
2814,1185.0
2815,1052.0
2816,32.0
2817,86.0
2818,799.0
2819,875.0
2820,700.0
2821,790.0
2822,829.0
2823,742.0
2824,372.0
2825,556.0
2826,372.0
2827,556.0
2828,371.0
2829,252.0
2830,475.0
2831,272.0
2832,38.0
2833,761.0
2834,761.0
2835,258.0
2836,319.0
2837,719.0
2838,329.0
2839,342.0
2840,509.0
2841,491.0
2842,27.0
2843,375.0
2844,375.0
2845,337.0
2846,537.0
2847,151.0
2848,188.0
2849,179.0
2850,102.0
2851,147.0
2852,484.0
2853,730.0
2854,428.0
2855,328.0
2856,218.0
2857,30.0
2858,394.0
2859,379.0
2860,484.0
2861,730.0
2862,428.0
2863,328.0
2864,218.0
2865,30.0
2866,394.0
2867,379.0
2868,343.0
2869,298.0
2870,343.0
2871,298.0
2872,343.0
2873,298.0
2874,343.0
2875,298.0
2876,462.0
2877,421.0
2878,158.0
2879,158.0
2880,635.0
2881,410.0
2882,215.0
2883,215.0
2884,257.0
2885,215.0
2886,168.0
2887,402.0
2888,168.0
2889,402.0
2890,168.0
2891,402.0
2892,413.0
2893,413.0
2894,378.0
2895,233.0
2896,376.0
2897,233.0
2898,230.0
2899,230.0
2900,336.0
2901,275.0
2902,336.0
2903,281.0
2904,490.0
2905,281.0
2906,490.0
2907,504.0
2908,673.0
2909,364.0
2910,673.0
2911,673.0
2912,253.0
2913,290.0
2914,229.0
2915,186.0
2916,229.0
2917,1117.0
2918,533.0
2919,533.0
2920,1117.0
2921,673.0
2922,364.0
2923,673.0
2924,673.0
2925,253.0
2926,290.0
2927,1117.0
2928,533.0
2929,1117.0
2930,533.0
2931,990.0
2932,578.0
2933,990.0
2934,990.0
2935,578.0
2936,990.0
2937,198.0
2938,198.0
2939,229.0
2940,229.0
2941,250.0
2942,229.0
2943,250.0
2944,229.0
2945,250.0
2946,229.0
2947,250.0
2948,229.0
2949,250.0
2950,527.0
2951,661.0
2952,313.0
2953,164.0
2954,937.0
2955,470.0
2956,684.0
2957,512.0
2958,589.0
2959,589.0
2960,20.0
2961,355.0
2962,653.0
2963,212.0
2964,664.0
2965,323.0
2966,421.0
2967,584.0
2968,517.0
2969,584.0
2970,662.0
2971,628.0
2972,430.0
2973,600.0
2974,524.0
2975,477.0
2976,477.0
2977,461.0
2978,1253.0
2979,480.0
2980,1253.0
2981,480.0
2982,480.0
2983,350.0
2984,350.0
2985,623.0
2986,1765.0
2987,1765.0
2988,1765.0
2989,677.0
2990,677.0
2991,508.0
2992,808.0
2993,708.0
2994,827.0
2995,827.0
2996,379.0
2997,582.0
2998,256.0
2999,1422.0
3000,344.0
3001,509.0
3002,1418.0
3003,1224.0
3004,828.0
3005,750.0
3006,467.0
3007,503.0
3008,917.0
3009,802.0
3010,200.0
3011,253.0
3012,1058.0
3013,318.0
3014,120.0
3015,1057.0
3016,307.0
3017,274.0
3018,326.0
3019,1190.0
3020,1204.0
3021,224.0
3022,556.0
3023,331.0
3024,349.0
3025,547.0
3026,684.0
3027,437.0
3028,632.0
3029,786.0
3030,907.0
3031,1714.0
3032,265.0
3033,1376.0
3034,265.0
3035,1376.0
3036,40.0
3037,251.0
3038,103.0
3039,103.0
3040,956.0
3041,928.0
3042,548.0
3043,584.0
3044,548.0
3045,584.0
3046,1117.0
3047,264.0
3048,258.0
3049,962.0
3050,1068.0
3051,542.0
3052,100.0
3053,394.0
3054,425.0
3055,625.0
3056,655.0
3057,163.0
3058,148.0
3059,190.0
3060,529.0
3061,622.0
3062,608.0
3063,415.0
3064,394.0
3065,425.0
3066,486.0
3067,631.0
3068,409.0
3069,142.0
3070,844.0
3071,504.0
3072,1154.0
3073,141.0
3074,132.0
3075,140.0
3076,529.0
3077,924.0
3078,1036.0
3079,376.0
3080,394.0
3081,425.0
3082,523.0
3083,727.0
3084,384.0
3085,141.0
3086,844.0
3087,504.0
3088,1106.0
3089,197.0
3090,126.0
3091,161.0
3092,529.0
3093,919.0
3094,378.0
3095,1175.0
3096,851.0
3097,258.0
3098,94.0
3099,590.0
3100,596.0
3101,259.0
3102,497.0
3103,367.0
3104,174.0
3105,321.0
3106,246.0
3107,318.0
3108,742.0
3109,198.0
3110,179.0
3111,572.0
3112,658.0
3113,419.0
3114,679.0
3115,419.0
3116,679.0
3117,480.0
3118,480.0
3119,658.0
3120,303.0
3121,404.0
3122,798.0
3123,613.0
3124,1223.0
3125,1252.0
3126,1140.0
3127,1340.0
3128,1440.0
3129,910.0
3130,930.0
3131,840.0
3132,670.0
3133,1000.0
3134,700.0
3135,1140.0
3136,950.0
3137,950.0
3138,730.0
3139,1120.0
3140,730.0
3141,1120.0
3142,650.0
3143,850.0
3144,650.0
3145,850.0
3146,840.0
3147,670.0
3148,720.0
3149,1040.0
3150,950.0
3151,600.0
3152,720.0
3153,1040.0
3154,950.0
3155,600.0
3156,150.0
3157,150.0
3158,450.0
3159,710.0
3160,450.0
3161,1140.0
3162,410.0
3163,580.0
3164,1340.0
3165,1440.0
3166,880.0
3167,910.0
3168,930.0
3169,710.0
3170,840.0
3171,670.0
3172,1000.0
3173,700.0
3174,450.0
3175,450.0
3176,1140.0
3177,950.0
3178,950.0
3179,410.0
3180,580.0
3181,410.0
3182,580.0
3183,730.0
3184,1120.0
3185,730.0
3186,1120.0
3187,880.0
3188,710.0
3189,880.0
3190,710.0
3191,650.0
3192,850.0
3193,650.0
3194,850.0
3195,710.0
3196,710.0
3197,840.0
3198,670.0
3199,720.0
3200,1040.0
3201,950.0
3202,600.0
3203,720.0
3204,1040.0
3205,950.0
3206,600.0
3207,150.0
3208,150.0
3209,935.0
3210,511.0
3211,526.0
3212,433.0
3213,234.0
3214,835.0
3215,1331.0
3216,443.0
3217,850.0
3218,98.0
3219,944.0
3220,1260.0
3221,677.0
3222,163.0
3223,604.0
3224,730.0
3225,133.0
3226,257.0
3227,1073.0
3228,163.0
3229,604.0
3230,730.0
3231,133.0
3232,257.0
3233,1073.0
3234,678.0
3235,467.0
3236,1212.0
3237,660.0
3238,677.0
3239,155.0
3240,791.0
3241,471.0
3242,292.0
3243,646.0
3244,311.0
3245,66.0
3246,647.0
3247,119.0
3248,248.0
3249,681.0
3250,212.0
3251,689.0
3252,269.0
3253,692.0
3254,792.0
3255,66.0
3256,647.0
3257,119.0
3258,248.0
3259,681.0
3260,212.0
3261,689.0
3262,269.0
3263,1028.0
3264,1015.0
3265,647.0
3266,179.0
3267,252.0
3268,388.0
3269,647.0
3270,179.0
3271,252.0
3272,388.0
3273,211.0
3274,221.0
3275,835.0
3276,910.0
3277,52.0
3278,114.0
3279,215.0
3280,487.0
3281,211.0
3282,487.0
3283,835.0
3284,910.0
3285,528.0
3286,488.0
3287,191.0
3288,719.0
3289,823.0
3290,215.0
3291,288.0
3292,211.0
3293,221.0
3294,835.0
3295,910.0
3296,52.0
3297,114.0
3298,797.0
3299,228.0
3300,487.0
3301,211.0
3302,221.0
3303,835.0
3304,910.0
3305,528.0
3306,488.0
3307,191.0
3308,719.0
3309,823.0
3310,268.0
3311,844.0
3312,378.0
3313,334.0
3314,778.0
3315,788.0
3316,546.0
3317,298.0
3318,409.0
3319,224.0
3320,746.0
3321,892.0
3322,491.0
3323,488.0
3324,590.0
3325,487.0
3326,648.0
3327,941.0
3328,295.0
3329,198.0
3330,132.0
3331,179.0
3332,492.0
3333,128.0
3334,311.0
3335,702.0
3336,326.2664533795635
3337,326.2664533795635
3338,326.2664533795635
3339,326.2664533795635
3340,326.2664533795635
3341,637.0
3342,637.0
3343,700.0
3344,610.0
3345,48.0
3346,430.0
3347,460.0
3348,370.0
3349,370.0
3350,430.0
3351,420.0
3352,460.0
3353,480.0
3354,650.0
3355,570.0
3356,550.0
3357,1330.0
3358,420.0
3359,460.0
3360,480.0
3361,650.0
3362,570.0
3363,550.0
3364,1330.0
3365,545.0
3366,348.0
3367,463.0
3368,159.0
3369,814.0
3370,280.0
3371,272.0
3372,677.0
3373,395.0
3374,182.0
3375,299.0
3376,592.0
3377,490.0
3378,150.0
3379,122.0
3380,121.0
3381,353.0
3382,679.0
3383,874.0
3384,1850.0
3385,117.0
3386,66.0
3387,874.0
3388,1850.0
3389,66.0
3390,460.0
3391,199.0
3392,615.0
3393,772.0
3394,324.0
3395,145.0
3396,634.0
3397,199.0
3398,615.0
3399,772.0
3400,324.0
3401,145.0
3402,634.0
3403,615.0
3404,199.0
3405,324.0
3406,718.0
3407,667.0
3408,775.0
3409,865.0
3410,667.0
3411,436.0
3412,208.0
3413,117.0
3414,55.0
3415,1016.0
3416,1016.0
3417,795.0
3418,121.0
3419,718.0
3420,667.0
3421,775.0
3422,865.0
3423,667.0
3424,775.0
3425,775.0
3426,426.0
3427,117.0
3428,208.0
3429,55.0
3430,1016.0
3431,1016.0
3432,795.0
3433,600.0
3434,590.0
3435,900.0
3436,660.0
3437,1330.0
3438,780.0
3439,890.0
3440,540.0
3441,430.0
3442,550.0
3443,740.0
3444,980.0
3445,970.0
3446,1330.0
3447,1120.0
3448,700.0
3449,410.0
3450,1061.0
3451,570.0
3452,540.0
3453,856.0
3454,647.0
3455,448.0
3456,637.0
3457,372.0
3458,731.0
3459,380.0
3460,840.0
3461,919.0
3462,679.0
3463,1075.0
3464,593.0
3465,1181.0
3466,638.0
3467,1098.0
3468,1083.0
3469,1042.0
3470,745.0
3471,1151.0
3472,812.0
3473,554.0
3474,413.0
3475,776.0
3476,413.0
3477,776.0
3478,413.0
3479,840.0
3480,413.0
3481,840.0
3482,235.0
3483,244.0
3484,167.0
3485,640.0
3486,349.0
3487,35.0
3488,77.0
3489,473.0
3490,145.0
3491,163.0
3492,66.0
3493,98.0
3494,154.0
3495,61.0
3496,404.0
3497,404.0
3498,576.0
3499,576.0
3500,355.0
3501,462.0
3502,355.0
3503,462.0
3504,563.0
3505,480.0
3506,563.0
3507,480.0
3508,360.0
3509,373.0
3510,294.0
3511,464.0
3512,464.0
3513,294.0
3514,394.0
3515,882.0
3516,617.0
3517,248.0
3518,732.0
3519,561.0
3520,790.0
3521,341.0
3522,271.0
3523,301.0
3524,266.0
3525,301.0
3526,266.0
3527,224.0
3528,224.0
3529,467.0
3530,418.0
3531,418.0
3532,324.0
3533,214.0
3534,324.0
3535,1190.0
3536,247.0
3537,223.0
3538,567.0
3539,970.0
3540,970.0
3541,390.0
3542,540.0
3543,540.0
3544,540.0
3545,390.0
3546,540.0
3547,330.0
3548,330.0
3549,330.0
3550,520.0
3551,810.0
3552,520.0
3553,810.0
3554,520.0
3555,810.0
3556,520.0
3557,360.0
3558,330.0
3559,470.0
3560,1220.0
3561,1234.0
3562,380.0
3563,380.0
3564,380.0
3565,840.0
3566,800.0
3567,660.0
3568,800.0
3569,240.0
3570,240.0
3571,100.0
3572,310.0
3573,1270.0
3574,170.0
3575,700.0
3576,360.0
3577,1010.0
3578,570.0
3579,550.0
3580,570.0
3581,550.0
3582,440.0
3583,50.0
3584,213.0
3585,900.0
3586,730.0
3587,610.0
3588,910.0
3589,910.0
3590,880.0
3591,700.0
3592,1140.0
3593,910.0
3594,403.0
3595,348.0
3596,247.0
3597,247.0
3598,487.0
3599,695.0
3600,219.0
3601,318.0
3602,318.0
3603,357.0
3604,357.0
3605,695.0
3606,357.0
3607,695.0
3608,117.0
3609,117.0
3610,627.0
3611,486.0
3612,627.0
3613,486.0
3614,132.0
3615,132.0
3616,755.0
3617,105.0
3618,627.0
3619,627.0
3620,755.0
3621,522.0
3622,342.0
3623,211.0
3624,253.0
3625,371.0
3626,287.0
3627,287.0
3628,165.0
3629,96.0
3630,657.0
3631,311.0
3632,197.0
3633,311.0
3634,197.0
3635,1065.0
3636,1065.0
3637,677.0
3638,488.0
3639,677.0
3640,360.0
3641,360.0
3642,406.0
3643,194.0
3644,406.0
3645,194.0
3646,522.0
3647,804.0
3648,522.0
3649,804.0
3650,273.0
3651,418.0
3652,693.0
3653,784.0
3654,503.0
3655,693.0
3656,784.0
3657,503.0
3658,191.0
3659,191.0
3660,272.0
3661,272.0
3662,904.0
3663,457.0
3664,904.0
3665,417.0
3666,1327.0
3667,1279.0
3668,1327.0
3669,1279.0
3670,1279.0
3671,366.0
3672,219.0
3673,627.0
3674,486.0
3675,478.0
3676,755.0
3677,552.0
3678,530.0
3679,751.0
3680,646.0
3681,527.0
3682,685.0
3683,1106.0
3684,480.0
3685,353.0
3686,667.0
3687,55.0
3688,117.0
3689,207.0
3690,165.0
3691,70.0
3692,81.0
3693,33.0
3694,794.0
3695,391.0
3696,461.0
3697,661.0
3698,473.0
3699,526.0
3700,327.0
3701,100.0
3702,1310.0
3703,1709.0
3704,242.0
3705,362.0
3706,162.0
3707,503.0
3708,884.0
3709,569.0
3710,668.0
3711,121.0
3712,480.0
3713,504.0
3714,667.0
3715,436.0
3716,55.0
3717,117.0
3718,207.0
3719,70.0
3720,165.0
3721,33.0
3722,81.0
3723,391.0
3724,245.0
3725,121.0
3726,667.0
3727,55.0
3728,165.0
3729,33.0
3730,81.0
3731,794.0
3732,461.0
3733,473.0
3734,121.0
3735,480.0
3736,353.0
3737,667.0
3738,55.0
3739,436.0
3740,117.0
3741,207.0
3742,165.0
3743,81.0
3744,794.0
3745,461.0
3746,473.0
3747,209.0
3748,283.0
3749,294.0
3750,203.0
3751,95.0
3752,293.0
3753,333.0
3754,1310.0
3755,1709.0
3756,242.0
3757,362.0
3758,162.0
3759,503.0
3760,884.0
3761,884.0
3762,392.0
3763,350.0
3764,160.0
3765,137.0
3766,131.0
3767,80.0
3768,65.0
3769,536.0
3770,337.0
3771,593.0
3772,468.0
3773,86.0
3774,314.0
3775,295.0
3776,275.0
3777,392.0
3778,350.0
3779,160.0
3780,137.0
3781,131.0
3782,80.0
3783,65.0
3784,536.0
3785,337.0
3786,593.0
3787,468.0
3788,86.0
3789,314.0
3790,295.0
3791,275.0
3792,301.0
3793,583.0
3794,316.0
3795,62.0
3796,209.0
3797,251.0
3798,310.0
3799,283.0
3800,355.0
3801,110.0
3802,95.0
3803,191.0
3804,377.0
3805,301.0
3806,592.0
3807,362.0
3808,122.0
3809,348.0
3810,545.0
3811,159.0
3812,463.0
3813,81.0
3814,248.0
3815,775.0
3816,814.0
3817,449.0
3818,280.0
3819,348.0
3820,139.0
3821,892.0
3822,211.0
3823,1709.0
3824,1310.0
3825,1709.0
3826,1310.0
3827,242.0
3828,362.0
3829,162.0
3830,232.0
3831,376.0
3832,162.0
3833,503.0
3834,503.0
3835,756.0
3836,984.0
3837,1080.0
3838,1536.0
3839,1128.0
3840,1092.0
3841,761.0
3842,596.0
3843,558.0
3844,433.0
3845,636.0
3846,376.0
3847,1493.0
3848,1492.0
3849,1349.0
3850,1985.0
3851,972.0
3852,1116.0
3853,247.0
3854,678.0
3855,633.0
3856,1510.0
3857,640.0
3858,890.0
3859,1276.0
3860,672.0
3861,150.0
3862,160.0
3863,270.0
3864,1320.0
3865,1380.0
3866,590.0
3867,780.0
3868,750.0
3869,640.0
3870,703.0
3871,475.0
3872,1008.0
3873,860.0
3874,264.0
3875,666.0
3876,568.0
3877,526.0
3878,467.0
3879,472.0
3880,406.0
3881,187.0
3882,205.0
3883,396.0
3884,924.0
3885,355.0
3886,439.0
3887,439.0
3888,428.0
3889,338.0
3890,459.0
3891,459.0
3892,544.0
3893,905.0
3894,1369.0
3895,610.0
3896,610.0
3897,428.0
3898,338.0
3899,396.0
3900,389.0
3901,435.0
3902,905.0
3903,1369.0
3904,428.0
3905,338.0
3906,459.0
3907,459.0
3908,544.0
3909,905.0
3910,1369.0
3911,610.0
3912,610.0
3913,428.0
3914,338.0
3915,396.0
3916,389.0
3917,435.0
3918,905.0
3919,1369.0
3920,745.0
3921,1116.0
3922,870.0
3923,548.0
3924,480.0
3925,876.0
3926,326.2664533795635
3927,326.2664533795635
3928,419.0
3929,4.0
3930,117.0
3931,660.0
3932,942.0
3933,508.0
3934,348.0
3935,419.0
3936,350.0
3937,496.0
3938,420.0
3939,105.0
3940,162.0
3941,560.0
3942,462.0
3943,229.0
3944,274.0
3945,257.0
3946,184.0
3947,66.0
3948,22.0
3949,4.0
3950,117.0
3951,660.0
3952,942.0
3953,508.0
3954,348.0
3955,419.0
3956,350.0
3957,496.0
3958,420.0
3959,105.0
3960,162.0
3961,560.0
3962,462.0
3963,229.0
3964,274.0
3965,257.0
3966,184.0
3967,66.0
3968,22.0
3969,1352.0
3970,988.0
3971,988.0
3972,918.0
3973,258.0
3974,116.0
3975,718.0
3976,480.0
3977,631.0
3978,775.0
3979,874.0
3980,1850.0
3981,151.0
3982,115.0
3983,81.0
3984,996.0
3985,158.0
3986,408.0
3987,617.0
3988,140.0
3989,682.0
3990,705.0
3991,70.0
3992,93.0
3993,23.0
3994,507.0
3995,404.0
3996,408.0
3997,617.0
3998,458.0
3999,129.0
4000,140.0
4001,682.0
4002,705.0
4003,70.0
4004,93.0
4005,451.0
4006,507.0
4007,330.0
4008,665.0
4009,380.0
4010,380.0
4011,82.0
4012,108.0
4013,958.0
4014,1047.0
4015,367.0
4016,334.0
4017,129.0
4018,430.0
4019,422.0
4020,996.0
4021,1331.0
4022,996.0
4023,1331.0
4024,857.0
4025,857.0
4026,1160.0
4027,1020.0
4028,585.0
4029,269.0
4030,288.0
4031,722.0
4032,412.0
4033,760.0
4034,865.0
4035,760.0
4036,865.0
4037,760.0
4038,865.0
4039,852.0
4040,811.0
4041,852.0
4042,811.0
4043,852.0
4044,811.0
4045,852.0
4046,811.0
4047,852.0
4048,811.0
4049,765.0
4050,498.0
4051,765.0
4052,498.0
4053,101.0
4054,203.0
4055,101.0
