,emissions_co_[mg/km]
38933,134.0
38934,280.0
38935,280.0
38936,356.0
38937,228.0
38938,167.0
38939,335.0
38940,335.0
38941,128.0
38942,128.0
38943,167.0
38944,232.0
38945,625.0
38946,625.0
38947,114.0
38948,115.0
38949,172.0
38950,172.0
38951,221.0
38952,279.0
38953,221.0
38954,279.0
38955,132.0
38956,112.0
38957,112.0
38958,394.0
38959,481.0
38960,527.0
38961,527.0
38962,117.0
38963,185.0
38964,145.0
38965,168.0
38966,293.0
38967,130.0
38968,196.0
38969,141.0
38970,378.0
38971,141.0
38972,378.0
38973,155.0
38974,172.0
38975,348.0
38976,24.0
38977,322.0
38978,404.0
38979,443.0
38980,304.0
38981,353.0
38982,267.0
38983,399.0
38984,266.0
38985,266.0
38986,768.0
38987,768.0
38988,525.0
38989,74.0
38990,189.0
38991,189.0
38992,189.0
38993,463.0
38994,187.0
38995,463.0
38996,486.0
38997,172.0
38998,187.0
38999,486.0
39000,176.0
39001,172.0
39002,172.0
39003,189.0
39004,187.0
39005,463.0
39006,486.0
39007,172.0
39008,187.0
39009,486.0
39010,176.0
39011,172.0
39012,176.0
39013,172.0
39014,55.0
39015,13.0
39016,91.0
39017,129.0
39018,420.0
39019,129.0
39020,370.0
39021,420.0
39022,370.0
39023,370.0
39024,261.0
39025,261.0
39026,323.0
39027,198.0
39028,323.0
39029,198.0
39030,323.0
39031,198.0
39032,323.0
39033,532.0
39034,532.0
39035,390.0
39036,414.0
39037,390.0
39038,532.0
39039,532.0
39040,532.0
39041,532.0
39042,414.0
39043,390.0
39044,390.0
39045,189.0
39046,463.0
39047,486.0
39048,172.0
39049,187.0
39050,486.0
39051,172.0
39052,172.0
39053,189.0
39054,187.0
39055,203.0
39056,637.0
39057,219.0
39058,637.0
39059,219.0
39060,594.0
39061,610.0
39062,249.0
39063,610.0
39064,249.0
39065,610.0
39066,637.0
39067,610.0
39068,203.0
39069,637.0
39070,219.0
39071,637.0
39072,219.0
39073,637.0
39074,594.0
39075,610.0
39076,249.0
39077,610.0
39078,249.0
39079,610.0
39080,610.0
39081,0.07
39082,0.091
39083,75.0
39084,139.0
39085,247.0
39086,139.0
39087,139.0
39088,247.0
39089,139.0
39090,247.0
39091,139.0
39092,247.0
39093,139.0
39094,247.0
39095,176.0
39096,103.0
39097,172.0
39098,176.0
39099,103.0
39100,172.0
39101,176.0
39102,103.0
39103,172.0
39104,176.0
39105,626.0
39106,115.0
39107,626.0
39108,115.0
39109,115.0
39110,115.0
39111,552.0
39112,531.0
39113,137.0
39114,172.0
39115,552.0
39116,137.0
39117,172.0
39118,552.0
39119,137.0
39120,172.0
39121,128.0
39122,335.0
39123,128.0
39124,335.0
39125,128.0
39126,335.0
39127,232.0
39128,472.0
39129,167.0
39130,472.0
39131,167.0
39132,232.0
39133,232.0
39134,435.0
39135,435.0
39136,303.0
39137,145.0
39138,120.0
39139,60.0
39140,146.0
39141,60.0
39142,149.0
39143,398.0
39144,155.0
39145,155.0
39146,374.0
39147,374.0
39148,353.0
39149,75.0
39150,146.0
39151,280.0
39152,146.0
39153,280.0
39154,386.0
39155,435.0
39156,303.0
39157,303.0
39158,145.0
39159,145.0
39160,311.0
39161,311.0
39162,187.0
39163,154.0
39164,185.0
39165,185.0
39166,117.0
39167,184.0
39168,117.0
39169,164.0
39170,614.0
39171,295.0
39172,295.0
39173,245.0
39174,273.0
39175,460.0
39176,623.0
39177,151.0
39178,169.0
39179,442.0
39180,442.0
39181,106.0
39182,628.0
39183,532.0
39184,539.0
39185,468.0
39186,480.0
39187,585.0
39188,506.0
39189,489.0
39190,435.0
39191,477.0
39192,155.0
39193,97.0
39194,141.0
39195,97.0
39196,141.0
39197,97.0
39198,141.0
39199,210.0
39200,196.0
39201,196.0
39202,467.0
39203,408.0
39204,260.0
39205,401.0
39206,220.0
39207,433.0
39208,223.0
39209,291.0
39210,287.0
39211,622.0
39212,315.0
39213,182.0
39214,413.0
39215,220.0
39216,268.0
39217,223.0
39218,203.0
39219,189.0
39220,346.0
39221,155.0
39222,258.0
39223,302.0
39224,152.0
39225,497.0
39226,324.0
39227,497.0
39228,324.0
39229,290.0
39230,290.0
39231,189.0
39232,295.0
39233,295.0
39234,295.0
39235,295.0
39236,213.0
39237,198.0
39238,149.0
39239,370.0
39240,534.0
39241,534.0
39242,392.0
39243,120.0
39244,392.0
39245,120.0
39246,392.0
39247,120.0
39248,294.0
39249,207.0
39250,294.0
39251,207.0
39252,294.0
39253,207.0
39254,167.0
39255,120.0
39256,167.0
39257,121.0
39258,167.0
39259,120.0
39260,145.0
39261,163.0
39262,114.0
39263,163.0
39264,114.0
39265,163.0
39266,348.0
39267,227.0
39268,348.0
39269,227.0
39270,348.0
39271,227.0
39272,177.0
39273,101.0
39274,177.0
39275,101.0
39276,101.0
39277,177.0
39278,348.0
39279,227.0
39280,348.0
39281,227.0
39282,348.0
39283,227.0
39284,101.0
39285,177.0
39286,101.0
39287,101.0
39288,177.0
39289,165.0
39290,515.0
39291,241.0
39292,163.0
39293,54.0
39294,210.0
39295,255.0
39296,118.0
39297,302.0
39298,165.0
39299,515.0
39300,165.0
39301,165.0
39302,515.0
39303,165.0
39304,515.0
39305,200.0
39306,68.0
39307,200.0
39308,68.0
39309,200.0
39310,68.0
39311,241.0
39312,163.0
39313,241.0
39314,163.0
39315,241.0
39316,163.0
39317,54.0
39318,210.0
39319,54.0
39320,54.0
39321,210.0
39322,354.0
39323,354.0
39324,354.0
39325,359.0
39326,359.0
39327,118.0
39328,118.0
39329,302.0
39330,165.0
39331,515.0
39332,165.0
39333,515.0
39334,165.0
39335,515.0
39336,165.0
39337,515.0
39338,165.0
39339,515.0
39340,200.0
39341,68.0
39342,200.0
39343,68.0
39344,200.0
39345,68.0
39346,200.0
39347,68.0
39348,200.0
39349,68.0
39350,241.0
39351,163.0
39352,241.0
39353,163.0
39354,241.0
39355,163.0
39356,54.0
39357,54.0
39358,210.0
39359,54.0
39360,210.0
39361,354.0
39362,354.0
39363,354.0
39364,359.0
39365,359.0
39366,118.0
39367,118.0
39368,302.0
39369,404.0
39370,404.0
39371,225.0
39372,382.0
39373,54.0
39374,54.0
39375,258.0
39376,258.0
39377,67.0
39378,67.0
39379,600.0
39380,600.0
39381,225.0
39382,225.0
39383,255.0
39384,255.0
39385,254.0
39386,210.0
39387,54.0
39388,54.0
39389,210.0
39390,54.0
39391,54.0
39392,210.0
39393,54.0
39394,210.0
39395,255.0
39396,255.0
39397,359.0
39398,359.0
39399,70.0
39400,70.0
39401,373.0
39402,254.0
39403,254.0
39404,255.0
39405,255.0
39406,165.0
39407,54.0
39408,165.0
39409,54.0
39410,54.0
39411,210.0
39412,54.0
39413,210.0
39414,255.0
39415,255.0
39416,359.0
39417,359.0
39418,70.0
39419,70.0
39420,600.0
39421,255.0
39422,227.0
39423,255.0
39424,255.0
39425,210.0
39426,94.0
39427,210.0
39428,94.0
39429,94.0
39430,210.0
39431,210.0
39432,94.0
39433,210.0
39434,94.0
39435,210.0
39436,94.0
39437,255.0
39438,255.0
39439,255.0
39440,258.0
39441,253.0
39442,258.0
39443,253.0
39444,133.0
39445,133.0
39446,82.0
39447,82.0
39448,225.0
39449,60.0
39450,213.0
39451,60.0
39452,213.0
39453,60.0
39454,213.0
39455,255.0
39456,254.0
39457,255.0
39458,254.0
39459,254.0
39460,255.0
39461,54.0
39462,210.0
39463,210.0
39464,54.0
39465,54.0
39466,210.0
39467,54.0
39468,210.0
39469,54.0
39470,210.0
39471,54.0
39472,210.0
39473,255.0
39474,255.0
39475,255.0
39476,258.0
39477,303.0
39478,258.0
39479,303.0
39480,125.0
39481,125.0
39482,82.0
39483,82.0
39484,331.0
39485,225.0
39486,215.0
39487,608.0
39488,164.0
39489,164.0
39490,448.0
39491,246.0
39492,246.0
39493,305.0
39494,305.0
39495,282.0
39496,200.0
39497,255.0
39498,255.0
39499,214.0
39500,214.0
39501,404.0
39502,404.0
39503,561.0
39504,225.0
39505,382.0
39506,255.0
39507,255.0
39508,214.0
39509,214.0
39510,393.0
39511,168.0
39512,239.0
39513,168.0
39514,258.0
39515,239.0
39516,377.0
39517,48.0
39518,344.0
39519,452.0
39520,175.0
39521,78.0
39522,175.0
39523,78.0
39524,175.0
39525,78.0
39526,175.0
39527,78.0
39528,175.0
39529,78.0
39530,175.0
39531,78.0
39532,175.0
39533,78.0
39534,175.0
39535,78.0
39536,353.0
39537,353.0
39538,353.0
39539,97.0
39540,97.0
39541,97.0
39542,175.0
39543,78.0
39544,175.0
39545,175.0
39546,78.0
39547,175.0
39548,78.0
39549,175.0
39550,78.0
39551,175.0
39552,175.0
39553,78.0
39554,175.0
39555,78.0
39556,353.0
39557,353.0
39558,353.0
39559,632.0
39560,632.0
39561,632.0
39562,632.0
39563,281.0
39564,420.0
39565,244.0
39566,174.0
39567,334.0
39568,429.0
39569,290.0
39570,139.0
39571,764.0
39572,328.0
39573,318.0
39574,265.0
39575,281.0
39576,420.0
39577,244.0
39578,174.0
39579,334.0
39580,429.0
39581,290.0
39582,139.0
39583,764.0
39584,328.0
39585,318.0
39586,463.0
39587,297.0
39588,250.0
39589,95.0
39590,250.0
39591,95.0
39592,251.0
39593,283.0
39594,251.0
39595,283.0
39596,291.0
39597,95.0
39598,291.0
39599,95.0
39600,649.0
39601,670.0
39602,244.0
39603,281.0
39604,420.0
39605,334.0
39606,429.0
39607,290.0
39608,139.0
39609,764.0
39610,244.0
39611,174.0
39612,281.0
39613,420.0
39614,290.0
39615,139.0
39616,334.0
39617,429.0
39618,328.0
39619,764.0
39620,265.0
39621,328.0
39622,318.0
39623,281.0
39624,420.0
39625,290.0
39626,139.0
39627,334.0
39628,429.0
39629,764.0
39630,598.0
39631,598.0
39632,252.0
39633,252.0
39634,598.0
39635,252.0
39636,252.0
39637,252.0
39638,252.0
39639,252.0
39640,492.0
39641,236.0
39642,325.0
39643,517.0
39644,408.0
39645,492.0
39646,492.0
39647,236.0
39648,325.0
39649,325.0
39650,236.0
39651,325.0
39652,325.0
39653,492.0
39654,288.0
39655,288.0
39656,288.0
39657,288.0
39658,288.0
39659,380.0
39660,190.0
39661,190.0
39662,190.0
39663,190.0
39664,116.0
39665,218.0
39666,116.0
39667,218.0
39668,615.0
39669,482.0
39670,544.0
39671,274.0
39672,274.0
39673,274.0
39674,146.0
39675,210.0
39676,134.0
39677,250.0
39678,300.0
39679,311.0
39680,162.0
39681,251.0
39682,371.0
39683,115.0
39684,439.0
39685,215.0
39686,444.0
39687,108.0
39688,112.0
39689,228.0
39690,266.0
39691,248.0
39692,496.0
39693,257.0
39694,159.0
39695,223.0
39696,344.0
39697,159.0
39698,380.0
39699,233.0
39700,344.0
39701,459.0
39702,368.0
39703,204.0
39704,324.0
39705,449.0
39706,229.0
39707,315.0
39708,264.0
39709,141.0
39710,131.0
39711,242.0
39712,237.0
39713,192.0
39714,423.0
39715,264.0
39716,236.0
39717,152.0
39718,147.0
39719,242.0
39720,320.0
39721,244.0
39722,237.0
39723,192.0
39724,86.0
39725,283.0
39726,452.0
39727,452.0
39728,558.0
39729,558.0
39730,287.0
39731,287.0
39732,340.0
39733,294.0
39734,294.0
39735,830.0
39736,645.0
39737,645.0
39738,470.0
39739,470.0
39740,366.0
39741,366.0
39742,249.0
39743,249.0
39744,275.0
39745,275.0
39746,294.0
39747,294.0
39748,313.0
39749,313.0
39750,404.0
39751,313.0
39752,313.0
39753,404.0
39754,232.0
39755,232.0
39756,470.0
39757,470.0
39758,470.0
39759,470.0
39760,361.0
39761,275.0
39762,294.0
39763,313.0
39764,645.0
39765,470.0
39766,470.0
39767,470.0
39768,691.0
39769,691.0
39770,218.0
39771,218.0
39772,384.0
39773,384.0
39774,516.0
39775,516.0
39776,344.0
39777,344.0
39778,411.0
39779,411.0
39780,403.0
39781,471.0
39782,471.0
39783,263.0
39784,263.0
39785,309.0
39786,309.0
39787,207.0
39788,207.0
39789,280.0
39790,280.0
39791,336.0
39792,336.0
39793,222.0
39794,222.0
39795,314.0
39796,202.0
39797,216.0
39798,489.0
39799,295.0
39800,380.0
39801,380.0
39802,390.0
39803,200.0
39804,476.0
39805,222.0
39806,222.0
39807,296.0
39808,296.0
39809,296.0
39810,196.0
39811,325.0
39812,318.0
39813,253.0
39814,253.0
39815,745.0
39816,291.0
39817,476.0
39818,254.0
39819,289.0
39820,280.0
39821,304.0
39822,196.0
39823,324.0
39824,335.0
39825,253.0
39826,745.0
39827,291.0
39828,258.0
39829,258.0
39830,311.0
39831,311.0
39832,308.0
39833,437.0
39834,437.0
39835,430.0
39836,279.0
39837,177.0
39838,179.0
39839,241.0
39840,846.0
39841,696.0
39842,335.0
39843,314.0
39844,237.0
39845,216.0
39846,177.0
39847,179.0
39848,241.0
39849,846.0
39850,696.0
39851,335.0
39852,314.0
39853,237.0
39854,237.0
39855,172.0
39856,224.0
39857,351.0
39858,336.0
39859,519.0
39860,336.0
39861,212.0
39862,351.0
39863,312.0
39864,419.0
39865,419.0
39866,442.0
39867,255.0
39868,212.0
39869,275.0
39870,270.0
39871,270.0
39872,537.0
39873,401.0
39874,451.0
39875,194.0
39876,244.0
39877,362.0
39878,131.0
39879,210.0
39880,131.0
39881,210.0
39882,251.0
39883,229.0
39884,141.0
39885,229.0
39886,181.0
39887,229.0
39888,181.0
39889,229.0
39890,115.0
39891,236.0
39892,169.0
39893,159.0
39894,115.0
39895,236.0
39896,169.0
39897,159.0
39898,157.0
39899,239.0
39900,142.0
39901,239.0
39902,157.0
39903,239.0
39904,164.0
39905,128.0
39906,157.0
39907,239.0
39908,164.0
39909,128.0
39910,131.0
39911,210.0
39912,181.0
39913,229.0
39914,297.0
39915,295.0
39916,297.0
39917,295.0
39918,295.0
39919,295.0
39920,295.0
39921,295.0
39922,343.0
39923,261.0
39924,240.0
39925,166.0
39926,189.0
39927,125.0
39928,75.0
39929,166.0
39930,189.0
39931,304.0
39932,418.0
39933,277.0
39934,261.0
39935,220.0
39936,235.0
39937,131.0
39938,132.0
39939,343.0
39940,274.0
39941,181.0
39942,106.0
39943,166.0
39944,189.0
39945,215.0
39946,176.0
39947,278.0
39948,491.0
39949,491.0
39950,258.0
39951,258.0
39952,258.0
39953,258.0
39954,423.0
39955,423.0
39956,304.0
39957,295.0
39958,215.0
39959,304.0
39960,304.0
39961,269.0
39962,361.0
39963,361.0
39964,298.0
39965,270.0
39966,380.0
39967,596.0
39968,301.0
39969,630.0
39970,282.0
39971,252.0
39972,342.0
39973,103.0
39974,494.0
39975,242.0
39976,889.0
39977,177.0
39978,315.0
39979,203.0
39980,483.0
39981,142.0
39982,142.0
39983,282.0
39984,672.0
39985,636.0
39986,646.0
39987,143.0
39988,317.0
39989,364.0
39990,232.0
39991,391.0
39992,187.0
39993,166.0
39994,646.0
39995,143.0
39996,317.0
39997,364.0
39998,232.0
39999,391.0
40000,187.0
40001,166.0
40002,646.0
40003,143.0
40004,317.0
40005,364.0
40006,232.0
40007,391.0
40008,187.0
40009,166.0
40010,360.0
40011,630.0
40012,282.0
40013,252.0
40014,343.0
40015,103.0
40016,429.0
40017,242.0
40018,889.0
40019,177.0
40020,315.0
40021,231.0
40022,381.0
40023,468.0
40024,231.0
40025,231.0
40026,626.0
40027,626.0
40028,626.0
40029,626.0
40030,685.0
40031,713.0
40032,234.0
40033,94.0
40034,234.0
40035,101.0
40036,265.0
40037,377.0
40038,148.0
40039,214.0
40040,96.0
40041,132.0
40042,323.0
40043,110.0
40044,377.0
40045,214.0
40046,96.0
40047,132.0
40048,323.0
40049,110.0
40050,206.0
40051,206.0
40052,235.0
40053,67.0
40054,168.0
40055,206.0
40056,206.0
40057,235.0
40058,67.0
40059,168.0
40060,696.0
40061,149.0
40062,23.0
40063,262.0
40064,564.0
40065,135.0
40066,90.0
40067,97.0
40068,696.0
40069,696.0
40070,149.0
40071,23.0
40072,262.0
40073,564.0
40074,135.0
40075,90.0
40076,97.0
40077,118.0
40078,23.0
40079,629.0
40080,262.0
40081,262.0
40082,564.0
40083,135.0
40084,84.0
40085,377.0
40086,161.0
40087,214.0
40088,127.0
40089,302.0
40090,349.0
40091,137.0
40092,159.0
40093,406.0
40094,175.0
40095,316.0
40096,211.0
40097,329.0
40098,372.0
40099,335.0
40100,588.0
40101,268.0
40102,696.0
40103,213.0
40104,564.0
40105,262.0
40106,290.0
40107,229.0
40108,161.0
40109,161.0
40110,161.0
40111,778.0
40112,696.0
40113,213.0
40114,564.0
40115,262.0
40116,290.0
40117,135.0
40118,229.0
40119,161.0
40120,161.0
40121,161.0
40122,656.0
40123,355.0
40124,100.0
40125,333.0
40126,372.0
40127,314.0
40128,275.0
40129,312.0
40130,79.0
40131,107.0
40132,370.0
40133,472.0
40134,472.0
40135,204.0
40136,261.0
40137,233.0
40138,144.0
40139,292.0
40140,292.0
40141,150.0
40142,146.0
40143,195.0
40144,285.0
40145,380.0
40146,208.0
40147,363.0
40148,656.0
40149,355.0
40150,100.0
40151,333.0
40152,371.0
40153,314.0
40154,300.0
40155,275.0
40156,79.0
40157,472.0
40158,472.0
40159,261.0
40160,292.0
40161,292.0
40162,144.0
40163,285.0
40164,380.0
40165,208.0
40166,363.0
40167,825.0
40168,386.0
40169,385.0
40170,251.0
40171,385.0
40172,222.0
40173,222.0
40174,385.0
40175,251.0
40176,385.0
40177,222.0
40178,222.0
40179,202.0
40180,464.0
40181,97.0
40182,349.0
40183,349.0
40184,289.0
40185,222.0
40186,376.0
40187,166.0
40188,105.0
40189,146.0
40190,195.0
40191,83.0
40192,227.0
40193,553.0
40194,202.0
40195,464.0
40196,97.0
40197,425.0
40198,425.0
40199,478.0
40200,308.0
40201,376.0
40202,166.0
40203,105.0
40204,146.0
40205,195.0
40206,83.0
40207,234.0
40208,594.0
40209,244.0
40210,495.0
40211,208.0
40212,315.0
40213,392.0
40214,392.0
40215,356.0
40216,293.0
40217,215.0
40218,202.0
40219,359.0
40220,338.0
40221,103.0
40222,103.0
40223,203.0
40224,203.0
40225,286.0
40226,286.0
40227,338.0
40228,103.0
40229,103.0
40230,203.0
40231,203.0
40232,286.0
40233,286.0
40234,47.0
40235,135.0
40236,70.0
40237,142.0
40238,184.0
40239,142.0
40240,0.2
40241,0.39
40242,0.2
40243,0.2
40244,0.39
40245,0.27
40246,0.42
40247,0.35
40248,0.42
40249,286.0
40250,250.0
40251,286.0
40252,236.0
40253,189.0
40254,189.0
40255,189.0
40256,189.0
40257,383.0
40258,199.0
40259,383.0
40260,199.0
40261,235.0
40262,235.0
40263,235.0
40264,212.0
40265,428.0
40266,261.0
40267,261.0
40268,185.0
40269,348.0
40270,254.0
40271,254.0
40272,254.0
40273,282.0
40274,334.0
40275,131.0
40276,131.0
40277,254.0
40278,254.0
40279,254.0
40280,254.0
40281,254.0
40282,254.0
40283,131.0
40284,131.0
40285,131.0
40286,263.0
40287,254.0
40288,254.0
40289,254.0
40290,188.0
40291,188.0
40292,136.0
40293,166.0
40294,197.0
40295,338.0
40296,334.0
40297,499.0
40298,499.0
40299,499.0
40300,227.0
40301,499.0
40302,469.0
40303,469.0
40304,160.0
40305,528.0
40306,528.0
40307,212.0
40308,442.0
40309,442.0
40310,246.0
40311,653.0
40312,653.0
40313,761.0
40314,546.0
40315,483.0
40316,483.0
40317,833.0
40318,833.0
40319,432.0
40320,491.0
40321,491.0
40322,491.0
40323,340.0
40324,465.0
40325,419.0
40326,419.0
40327,82.0
40328,294.0
40329,191.0
40330,171.0
40331,171.0
40332,171.0
40333,387.0
40334,274.0
40335,371.0
40336,168.0
40337,372.0
40338,274.0
40339,416.0
40340,238.0
40341,238.0
40342,80.0
40343,80.0
40344,238.0
40345,141.0
40346,80.0
40347,238.0
40348,416.0
40349,301.0
40350,80.0
40351,80.0
40352,238.0
40353,141.0
40354,80.0
40355,141.0
40356,80.0
40357,141.0
40358,80.0
40359,418.0
40360,442.0
40361,286.0
40362,236.0
40363,143.0
40364,189.0
40365,213.0
40366,296.0
40367,300.0
40368,143.0
40369,136.0
40370,302.0
40371,258.0
40372,258.0
40373,258.0
40374,258.0
40375,101.0
40376,101.0
40377,44.0
40378,308.0
40379,171.0
40380,43.0
40381,171.0
40382,377.0
40383,173.0
40384,437.0
40385,372.0
40386,186.0
40387,86.0
40388,358.0
40389,290.0
40390,197.0
40391,197.0
40392,197.0
40393,399.0
40394,256.0
40395,224.0
40396,193.0
40397,240.0
40398,256.0
40399,149.0
40400,256.0
40401,240.0
40402,833.0
40403,433.0
40404,556.0
40405,433.0
40406,833.0
40407,248.0
40408,305.0
40409,324.0
40410,869.0
40411,406.0
40412,229.0
40413,430.0
40414,437.0
40415,437.0
40416,355.0
40417,355.0
40418,445.0
40419,378.0
40420,445.0
40421,378.0
40422,189.0
40423,189.0
40424,189.0
40425,189.0
40426,216.0
40427,89.0
40428,216.0
40429,89.0
40430,151.0
40431,437.0
40432,378.0
40433,356.0
40434,446.0
40435,216.0
40436,290.0
40437,151.0
40438,514.0
40439,514.0
40440,437.0
40441,437.0
40442,356.0
40443,356.0
40444,446.0
40445,356.0
40446,446.0
40447,642.0
40448,140.0
40449,140.0
40450,140.0
40451,140.0
40452,140.0
40453,430.0
40454,430.0
40455,311.0
40456,353.0
40457,119.0
40458,119.0
40459,311.0
40460,311.0
40461,140.0
40462,140.0
40463,290.0
40464,290.0
40465,563.0
40466,563.0
40467,563.0
40468,720.0
40469,563.0
40470,720.0
40471,562.0
40472,260.0
40473,437.0
40474,260.0
40475,437.0
40476,566.0
40477,642.0
40478,566.0
40479,642.0
40480,140.0
40481,140.0
40482,140.0
40483,140.0
40484,140.0
40485,140.0
40486,414.0
40487,92.0
40488,414.0
40489,92.0
40490,290.0
40491,140.0
40492,120.0
40493,181.0
40494,181.0
40495,290.0
40496,290.0
40497,563.0
40498,563.0
40499,566.0
40500,378.0
40501,566.0
40502,140.0
40503,140.0
40504,140.0
40505,311.0
40506,311.0
40507,119.0
40508,119.0
40509,140.0
40510,317.0
40511,317.0
40512,287.0
40513,287.0
40514,229.0
40515,211.0
40516,539.0
40517,320.0
40518,549.0
40519,297.0
40520,301.0
40521,813.0
40522,391.0
40523,549.0
40524,301.0
40525,297.0
40526,134.0
40527,134.0
40528,236.0
40529,236.0
40530,192.0
40531,116.0
40532,391.0
40533,391.0
40534,813.0
40535,813.0
40536,138.0
40537,320.0
40538,549.0
40539,301.0
40540,297.0
40541,464.0
40542,134.0
40543,236.0
40544,192.0
40545,116.0
40546,382.0
40547,813.0
40548,138.0
40549,295.0
40550,813.0
40551,549.0
40552,297.0
40553,301.0
40554,813.0
40555,391.0
40556,549.0
40557,301.0
40558,297.0
40559,134.0
40560,236.0
40561,192.0
40562,116.0
40563,391.0
40564,391.0
40565,813.0
40566,813.0
40567,138.0
40568,549.0
40569,301.0
40570,297.0
40571,464.0
40572,134.0
40573,236.0
40574,192.0
40575,116.0
40576,382.0
40577,813.0
40578,138.0
40579,367.0
40580,606.0
40581,162.0
40582,66.0
40583,261.0
40584,66.0
40585,235.0
40586,44.0
40587,288.0
40588,314.0
40589,218.0
40590,96.0
40591,283.0
40592,278.0
40593,101.0
40594,301.0
40595,132.0
40596,236.0
40597,539.0
40598,767.0
40599,367.0
40600,606.0
40601,162.0
40602,66.0
40603,261.0
40604,66.0
40605,235.0
40606,44.0
40607,722.0
40608,95.0
40609,235.0
40610,261.0
40611,95.0
40612,261.0
40613,148.0
40614,442.0
40615,288.0
40616,314.0
40617,218.0
40618,96.0
40619,283.0
40620,278.0
40621,101.0
40622,301.0
40623,132.0
40624,236.0
40625,438.0
40626,767.0
40627,367.0
40628,778.0
40629,263.0
40630,58.0
40631,168.0
40632,58.0
40633,193.0
40634,388.0
40635,246.0
40636,221.0
40637,300.0
40638,442.0
40639,442.0
40640,196.0
40641,153.0
40642,442.0
40643,237.0
40644,695.0
40645,662.0
40646,616.0
40647,324.0
40648,41.0
40649,237.0
40650,232.0
40651,695.0
40652,662.0
40653,616.0
40654,41.0
40655,324.0
40656,467.0
40657,152.0
40658,543.0
40659,519.0
40660,231.0
40661,152.0
40662,555.0
40663,201.0
40664,327.0
40665,200.0
40666,238.0
40667,349.0
40668,241.0
40669,241.0
40670,49.0
40671,50.0
40672,49.0
40673,50.0
40674,137.0
40675,137.0
40676,137.0
40677,137.0
40678,149.0
40679,149.0
40680,150.0
40681,150.0
40682,149.0
40683,149.0
40684,149.0
40685,149.0
40686,150.0
40687,150.0
40688,347.0
40689,211.0
40690,273.0
40691,101.0
40692,196.0
40693,238.0
40694,155.0
40695,155.0
40696,332.0
40697,293.0
40698,465.0
40699,460.0
40700,295.0
40701,295.0
40702,125.0
40703,243.0
40704,125.0
40705,121.0
40706,116.0
40707,121.0
40708,239.0
40709,239.0
40710,268.0
40711,268.0
40712,244.0
40713,656.0
40714,244.0
40715,316.0
40716,181.0
40717,181.0
40718,286.0
40719,285.0
40720,260.0
40721,228.0
40722,66.0
40723,66.0
40724,376.0
40725,249.0
40726,220.0
40727,227.0
40728,229.0
40729,386.0
40730,134.0
40731,134.0
40732,314.0
40733,314.0
40734,115.0
40735,314.0
40736,115.0
40737,385.0
40738,213.0
40739,389.0
40740,153.0
40741,182.0
40742,229.0
40743,265.0
40744,593.0
40745,489.0
40746,489.0
40747,210.0
40748,210.0
40749,220.0
40750,636.0
40751,223.0
40752,223.0
40753,265.0
40754,163.0
40755,244.0
40756,697.0
40757,264.0
40758,373.0
40759,274.0
40760,274.0
40761,174.0
40762,191.0
40763,191.0
40764,191.0
40765,224.0
40766,282.0
40767,224.0
40768,150.0
40769,150.0
40770,334.0
40771,334.0
40772,316.0
40773,221.0
40774,215.0
40775,421.0
40776,420.0
40777,67.0
40778,67.0
40779,238.0
40780,238.0
40781,238.0
40782,229.0
40783,228.0
40784,386.0
40785,143.0
40786,320.0
40787,285.0
40788,260.0
40789,260.0
40790,228.0
40791,228.0
40792,191.0
40793,191.0
40794,191.0
40795,177.0
40796,177.0
40797,177.0
40798,134.0
40799,134.0
40800,314.0
40801,314.0
40802,352.0
40803,352.0
40804,356.0
40805,356.0
40806,167.0
40807,172.0
40808,131.0
40809,131.0
40810,157.0
40811,157.0
40812,157.0
40813,154.0
40814,154.0
40815,154.0
40816,128.0
40817,155.0
40818,155.0
40819,196.0
40820,238.0
40821,238.0
40822,101.0
40823,273.0
40824,322.0
40825,293.0
40826,352.0
40827,352.0
40828,356.0
40829,356.0
40830,167.0
40831,172.0
40832,131.0
40833,131.0
40834,157.0
40835,157.0
40836,157.0
40837,154.0
40838,154.0
40839,154.0
40840,128.0
40841,155.0
40842,155.0
40843,196.0
40844,238.0
40845,238.0
40846,101.0
40847,273.0
40848,322.0
40849,293.0
40850,237.0
40851,237.0
40852,494.0
40853,149.0
40854,696.0
40855,696.0
40856,696.0
40857,696.0
40858,696.0
40859,696.0
40860,23.0
40861,468.0
40862,134.0
40863,134.0
40864,135.0
40865,135.0
40866,229.0
40867,84.0
40868,238.0
40869,245.0
40870,354.0
40871,195.0
40872,118.0
40873,268.0
40874,280.0
40875,142.0
40876,149.0
40877,216.0
40878,320.0
40879,179.0
40880,172.0
40881,685.0
40882,685.0
40883,713.0
40884,713.0
40885,78.0
40886,78.0
40887,94.0
40888,194.0
40889,234.0
40890,194.0
40891,194.0
40892,101.0
40893,101.0
40894,265.0
40895,265.0
40896,368.0
40897,136.0
40898,136.0
40899,184.0
40900,116.0
40901,328.0
40902,136.0
40903,195.0
40904,195.0
40905,136.0
40906,136.0
40907,149.0
40908,195.0
40909,195.0
40910,195.0
40911,195.0
40912,49.0
40913,49.0
40914,49.0
40915,49.0
40916,136.0
40917,136.0
40918,136.0
40919,136.0
40920,149.0
40921,149.0
40922,195.0
40923,195.0
40924,149.0
40925,149.0
40926,49.0
40927,49.0
40928,136.0
40929,136.0
40930,149.0
